item_id,order_id,product_id,quantity,unit_price,freight_value
ITEM-000084,ORD-011613,PROD-0862,4,189.9,30.21
ITEM-000085,ORD-001068,PROD-0864,3,440.24,128.43
ITEM-000086,ORD-003331,PROD-0399,2,378.99,101.67
ITEM-000087,ORD-006894,PROD-0673,2,970.86,63.69
ITEM-000088,ORD-009281,PROD-0045,2,2622.84,95.13
ITEM-000089,ORD-008632,PROD-0963,1,2826.11,21.46
ITEM-000090,ORD-014120,PROD-0374,4,1561.65,138.21
ITEM-000091,ORD-013637,PROD-0200,1,2150.95,12.64
ITEM-000092,ORD-011564,PROD-0662,1,2449.56,149.89
ITEM-000093,ORD-007254,PROD-0787,5,1365.0,146.2
ITEM-000094,ORD-014389,PROD-0471,2,927.88,144.73
ITEM-000095,ORD-007353,PROD-0070,3,1379.22,124.56
ITEM-000096,ORD-000438,PROD-0352,4,1296.0,134.87
ITEM-000097,ORD-003494,PROD-0130,5,819.06,53.59
ITEM-000098,ORD-004162,PROD-0354,2,2309.5,70.67
ITEM-000099,ORD-002910,PROD-0746,5,281.29,98.1
ITEM-000100,ORD-009155,PROD-0490,3,277.16,129.35
ITEM-000101,ORD-013815,PROD-0294,1,1681.5,53.8
ITEM-000102,ORD-001598,PROD-0149,2,1624.9,81.09
ITEM-000103,ORD-003809,PROD-0588,3,1800.53,43.23
ITEM-000104,ORD-001978,PROD-0490,3,446.87,6.12
ITEM-000105,ORD-006831,PROD-0464,5,111.79,93.95
ITEM-000106,ORD-003102,PROD-0051,1,2079.47,49.28
ITEM-000107,ORD-009062,PROD-0037,3,2355.02,110.55
ITEM-000108,ORD-012399,PROD-0546,3,2857.11,87.63
ITEM-000109,ORD-012662,PROD-0247,4,700.07,110.04
ITEM-000110,ORD-007979,PROD-0069,4,134.5,142.98
ITEM-000111,ORD-001258,PROD-0509,1,208.35,114.4
ITEM-000112,ORD-001876,PROD-0115,3,2856.36,63.62
ITEM-000113,ORD-010081,PROD-0072,4,834.48,91.2
ITEM-000114,ORD-007594,PROD-0945,3,833.63,28.15
ITEM-000115,ORD-008159,PROD-0480,1,1622.81,128.69
ITEM-000116,ORD-014536,PROD-0495,4,516.74,54.38
ITEM-000117,ORD-003442,PROD-0540,1,1607.25,128.55
ITEM-000118,ORD-007383,PROD-0903,5,1680.84,46.42
ITEM-000119,ORD-011623,PROD-0132,3,1380.21,147.37
ITEM-000120,ORD-001171,PROD-0823,2,2199.82,22.62
ITEM-000121,ORD-008911,PROD-0400,2,1074.57,140.01
ITEM-000122,ORD-010722,PROD-0687,3,1714.95,41.15
ITEM-000123,ORD-008121,PROD-0671,3,941.03,24.53
ITEM-000124,ORD-011504,PROD-0080,5,2457.55,120.76
ITEM-000125,ORD-000560,PROD-0925,4,941.17,112.65
ITEM-000126,ORD-008333,PROD-0999,2,42.93,101.77
ITEM-000127,ORD-003093,PROD-0230,2,2198.38,36.12
ITEM-000128,ORD-014315,PROD-0918,1,2248.57,129.39
ITEM-000129,ORD-001501,PROD-0640,5,39.63,139.98
ITEM-000130,ORD-011257,PROD-0334,1,1019.38,112.96
ITEM-000131,ORD-003784,PROD-0357,2,1662.71,106.98
ITEM-000132,ORD-006004,PROD-0929,3,1405.2,136.84
ITEM-000133,ORD-005526,PROD-0733,4,2336.6,80.65
ITEM-000134,ORD-003044,PROD-0263,5,2470.44,35.26
ITEM-000135,ORD-008463,PROD-0158,3,1054.2,39.85
ITEM-000136,ORD-012437,PROD-0720,5,905.5,17.63
ITEM-000137,ORD-014055,PROD-0019,4,381.94,138.33
ITEM-000138,ORD-013881,PROD-0984,5,207.86,97.04
ITEM-000139,ORD-006901,PROD-0824,2,2121.81,115.39
ITEM-000140,ORD-012698,PROD-0531,3,654.0,35.27
ITEM-000141,ORD-003424,PROD-0413,3,266.08,127.74
ITEM-000142,ORD-008557,PROD-0222,1,477.26,81.27
ITEM-000143,ORD-013683,PROD-0686,3,895.16,23.74
ITEM-000144,ORD-003796,PROD-0703,5,2783.5,97.8
ITEM-000145,ORD-013148,PROD-0302,3,822.77,27.65
ITEM-000146,ORD-008977,PROD-0641,2,1016.53,32.55
ITEM-000147,ORD-014444,PROD-0178,2,119.17,109.41
ITEM-000148,ORD-000553,PROD-0019,4,2193.54,48.93
ITEM-000149,ORD-011877,PROD-0774,4,988.97,123.17
ITEM-000150,ORD-000220,PROD-0395,4,2636.65,33.75
ITEM-000151,ORD-009374,PROD-0278,4,2979.65,52.68
ITEM-000152,ORD-002456,PROD-0332,2,563.02,65.98
ITEM-000153,ORD-002310,PROD-0111,5,1397.05,116.5
ITEM-000154,ORD-012126,PROD-0549,5,991.72,29.28
ITEM-000155,ORD-012739,PROD-0711,3,802.07,88.94
ITEM-000156,ORD-009286,PROD-0462,3,947.98,90.76
ITEM-000157,ORD-002142,PROD-0664,5,1126.44,63.35
ITEM-000158,ORD-005634,PROD-0608,2,1020.79,51.12
ITEM-000159,ORD-006010,PROD-0825,1,2091.51,46.21
ITEM-000160,ORD-011088,PROD-0322,2,1003.2,43.27
ITEM-000161,ORD-006057,PROD-0073,5,2170.22,95.21
ITEM-000162,ORD-014907,PROD-0036,3,2245.79,17.22
ITEM-000163,ORD-003032,PROD-0916,5,483.36,11.08
ITEM-000164,ORD-006077,PROD-0772,1,318.87,102.62
ITEM-000165,ORD-005019,PROD-0724,4,402.75,118.8
ITEM-000166,ORD-002100,PROD-0298,2,718.13,47.77
ITEM-000167,ORD-014556,PROD-0310,2,2133.96,121.17
ITEM-000168,ORD-010881,PROD-0327,2,152.39,28.31
ITEM-000169,ORD-011395,PROD-0640,1,968.64,113.46
ITEM-000170,ORD-014552,PROD-0581,1,402.32,73.95
ITEM-000171,ORD-007867,PROD-0958,1,2131.94,12.65
ITEM-000172,ORD-012256,PROD-0390,1,1142.76,100.04
ITEM-000173,ORD-010555,PROD-0994,4,305.45,83.79
ITEM-000174,ORD-005098,PROD-0711,2,2835.83,139.21
ITEM-000175,ORD-005314,PROD-0874,1,2023.16,21.58
ITEM-000176,ORD-007811,PROD-0104,1,172.94,101.75
ITEM-000177,ORD-007968,PROD-0893,5,2703.06,59.35
ITEM-000178,ORD-003650,PROD-0663,5,1039.79,121.8
ITEM-000179,ORD-013735,PROD-0822,5,2324.46,70.65
ITEM-000180,ORD-013945,PROD-0702,1,2090.16,123.71
ITEM-000181,ORD-013372,PROD-0163,1,1129.52,145.34
ITEM-000182,ORD-014866,PROD-0379,5,2808.72,57.31
ITEM-000183,ORD-000636,PROD-0831,5,1700.09,99.68
ITEM-000184,ORD-014068,PROD-0401,4,1899.35,28.3
ITEM-000185,ORD-001490,PROD-0047,5,599.52,78.34
ITEM-000186,ORD-003238,PROD-0105,2,257.13,107.47
ITEM-000187,ORD-010718,PROD-0322,3,692.35,26.84
ITEM-000188,ORD-000362,PROD-0109,5,2593.16,99.06
ITEM-000189,ORD-004787,PROD-0697,4,1022.36,69.81
ITEM-000190,ORD-003859,PROD-0015,5,2743.81,8.79
ITEM-000191,ORD-006949,PROD-0788,5,1274.14,53.78
ITEM-000192,ORD-005746,PROD-0447,2,2987.48,108.61
ITEM-000193,ORD-013273,PROD-0126,2,2708.14,74.74
ITEM-000194,ORD-011385,PROD-0092,2,2953.89,46.79
ITEM-000195,ORD-006268,PROD-0535,3,297.05,70.78
ITEM-000196,ORD-013148,PROD-0206,1,360.33,39.92
ITEM-000197,ORD-002944,PROD-0204,1,1735.73,80.28
ITEM-000198,ORD-003742,PROD-0321,1,1320.93,50.48
ITEM-000199,ORD-003194,PROD-0355,2,719.36,83.5
ITEM-000200,ORD-009712,PROD-0381,5,,55.38
ITEM-000201,ORD-007438,PROD-0570,5,1059.54,16.73
ITEM-000202,ORD-014662,PROD-0936,3,11.82,15.67
ITEM-000203,ORD-001853,PROD-0355,5,2907.63,97.69
ITEM-000204,ORD-001315,PROD-0320,3,2792.27,5.78
ITEM-000205,ORD-011553,PROD-0254,5,2448.4,95.59
ITEM-000206,ORD-006588,PROD-0760,3,345.7,61.55
ITEM-000207,ORD-005529,PROD-0384,1,2937.28,148.12
ITEM-000208,ORD-008515,PROD-0187,5,1458.62,106.48
ITEM-000209,ORD-007270,PROD-0257,5,2331.22,77.43
ITEM-000210,ORD-013970,PROD-0879,5,2835.17,118.36
ITEM-000211,ORD-014827,PROD-0220,4,2761.91,89.59
ITEM-000212,ORD-009420,PROD-0470,4,390.84,109.21
ITEM-000213,ORD-001338,PROD-0660,1,744.99,123.22
ITEM-000214,ORD-014512,PROD-0871,3,2377.42,27.07
ITEM-000215,ORD-008121,PROD-0954,4,,83.13
ITEM-000216,ORD-002118,PROD-0318,4,1122.51,42.53
ITEM-000217,ORD-013321,PROD-0829,5,1223.19,21.89
ITEM-000218,ORD-001108,PROD-0338,2,21.4,145.42
ITEM-000219,ORD-004045,PROD-0053,4,414.64,102.77
ITEM-000220,ORD-010315,PROD-0345,4,1573.19,33.29
ITEM-000221,ORD-010756,PROD-0399,2,1855.78,112.8
ITEM-000222,ORD-014135,PROD-0838,2,2198.34,122.38
ITEM-000223,ORD-014203,PROD-0238,3,1992.53,34.9
ITEM-000224,ORD-002769,PROD-0735,2,2712.6,93.2
ITEM-000225,ORD-004981,PROD-0093,4,1763.55,89.01
ITEM-000226,ORD-012662,PROD-0994,5,1706.92,34.01
ITEM-000227,ORD-001412,PROD-0467,1,969.42,116.56
ITEM-000228,ORD-006059,PROD-0828,5,1661.79,95.98
ITEM-000229,ORD-003084,PROD-0611,2,1495.35,64.77
ITEM-000230,ORD-006481,PROD-0668,5,2483.46,117.27
ITEM-000231,ORD-011438,PROD-0350,2,922.19,135.17
ITEM-000232,ORD-002832,PROD-0036,4,2111.83,15.77
ITEM-000233,ORD-013687,PROD-0916,2,2613.74,123.39
ITEM-000234,ORD-010803,PROD-0835,4,1539.2,81.9
ITEM-000235,ORD-014519,PROD-0703,5,1139.96,47.71
ITEM-000236,ORD-009201,PROD-0142,4,319.06,133.21
ITEM-000237,ORD-005820,PROD-0246,2,1952.28,60.56
ITEM-000238,ORD-000539,PROD-0274,3,55.79,78.02
ITEM-000239,ORD-012871,PROD-0635,5,2115.28,140.92
ITEM-000240,ORD-007828,PROD-0980,2,1159.77,11.24
ITEM-000241,ORD-010486,PROD-0013,2,491.93,81.43
ITEM-000242,ORD-012522,PROD-0998,3,2396.04,101.01
ITEM-000243,ORD-012406,PROD-0801,2,549.19,63.52
ITEM-000244,ORD-014487,PROD-0193,2,810.63,17.11
ITEM-000245,ORD-004265,PROD-0276,4,,20.74
ITEM-000246,ORD-009385,PROD-0726,1,1142.95,142.09
ITEM-000247,ORD-001998,PROD-0404,3,1020.22,65.74
ITEM-000248,ORD-005932,PROD-0553,3,2501.31,140.31
ITEM-000249,ORD-010275,PROD-0029,1,1838.14,25.61
ITEM-000250,ORD-007134,PROD-0685,2,2336.18,100.99
ITEM-000251,ORD-001300,PROD-0894,1,2052.8,84.39
ITEM-000252,ORD-002352,PROD-0759,2,428.81,106.86
ITEM-000253,ORD-011657,PROD-0483,3,98.57,61.66
ITEM-000254,ORD-013030,PROD-0760,5,534.42,60.79
ITEM-000255,ORD-004111,PROD-0406,4,1657.65,104.17
ITEM-000256,ORD-004950,PROD-0356,3,2072.86,118.36
ITEM-000257,ORD-014393,PROD-0441,4,2660.29,82.9
ITEM-000258,ORD-008677,PROD-0177,2,763.0,15.97
ITEM-000259,ORD-001611,PROD-0824,3,1891.02,71.65
ITEM-000260,ORD-002738,PROD-0738,4,1645.23,63.07
ITEM-000261,ORD-003731,PROD-0047,4,867.86,123.81
ITEM-000262,ORD-005837,PROD-0560,5,1006.8,144.45
ITEM-000263,ORD-013535,PROD-0749,1,772.38,72.02
ITEM-000264,ORD-010772,PROD-0712,1,394.13,12.69
ITEM-000265,ORD-013097,PROD-0862,1,784.88,54.67
ITEM-000266,ORD-005582,PROD-0075,3,951.47,51.07
ITEM-000267,ORD-001766,PROD-0059,4,452.99,21.66
ITEM-000268,ORD-007982,PROD-0652,3,83.11,68.41
ITEM-000269,ORD-009303,PROD-0845,2,1904.39,31.57
ITEM-000270,ORD-010432,PROD-0039,5,925.13,73.99
ITEM-000271,ORD-003924,PROD-0164,4,2710.77,122.62
ITEM-000272,ORD-001735,PROD-0816,5,1270.93,118.74
ITEM-000273,ORD-000319,PROD-0311,1,1058.84,10.71
ITEM-000274,ORD-013034,PROD-0747,1,585.15,102.11
ITEM-000275,ORD-006592,PROD-0250,1,577.03,52.22
ITEM-000276,ORD-001451,PROD-0743,3,260.48,89.1
ITEM-000277,ORD-002813,PROD-0159,3,1660.7,88.01
ITEM-000278,ORD-008718,PROD-0682,5,1723.34,88.62
ITEM-000279,ORD-006323,PROD-0212,1,1989.68,108.23
ITEM-000280,ORD-004621,PROD-0284,1,2280.71,62.19
ITEM-000281,ORD-002417,PROD-0651,2,2871.9,80.35
ITEM-000282,ORD-008636,PROD-0014,1,113.47,73.96
ITEM-000283,ORD-005495,PROD-0359,5,291.64,109.43
ITEM-000284,ORD-011130,PROD-0633,3,171.87,103.12
ITEM-000285,ORD-001963,PROD-0513,5,159.67,13.13
ITEM-000286,ORD-008423,PROD-0661,5,2741.01,13.62
ITEM-000287,ORD-000165,PROD-0495,2,674.53,11.2
ITEM-000288,ORD-004548,PROD-0368,1,1244.23,97.57
ITEM-000289,ORD-002916,PROD-0520,2,2815.41,129.64
ITEM-000290,ORD-002984,PROD-0840,1,815.19,81.93
ITEM-000291,ORD-011400,PROD-0490,2,2033.96,38.39
ITEM-000292,ORD-009713,PROD-0003,1,365.94,57.88
ITEM-000293,ORD-012098,PROD-0466,1,2852.13,115.69
ITEM-000294,ORD-011397,PROD-0276,1,906.21,72.05
ITEM-000295,ORD-012675,PROD-0385,4,193.09,59.75
ITEM-000296,ORD-009107,PROD-0982,1,283.63,86.46
ITEM-000297,ORD-000225,PROD-0371,2,2512.17,33.17
ITEM-000298,ORD-009298,PROD-0391,4,2985.59,42.0
ITEM-000299,ORD-012223,PROD-9794,4,1005.35,132.15
ITEM-000300,ORD-009597,PROD-0177,3,2668.31,145.12
ITEM-000301,ORD-001137,PROD-0444,3,78.66,22.83
ITEM-000302,ORD-008098,PROD-0819,3,810.74,145.45
ITEM-000303,ORD-009535,PROD-0380,4,1763.91,149.37
ITEM-000304,ORD-014482,PROD-0539,5,1620.62,27.84
ITEM-000305,ORD-007371,PROD-1000,4,2596.44,141.27
ITEM-000306,ORD-002328,PROD-0182,5,1558.88,112.67
ITEM-000307,ORD-003187,PROD-0572,2,324.91,105.13
ITEM-000308,ORD-008382,PROD-0765,2,37.79,144.6
ITEM-000309,ORD-005851,PROD-0126,3,2050.18,140.89
ITEM-000310,ORD-012238,PROD-0440,3,2906.3,112.64
ITEM-000311,ORD-011961,PROD-0615,4,1688.28,27.42
ITEM-000312,ORD-005451,PROD-0174,2,1797.14,10.93
ITEM-000313,ORD-002571,PROD-0446,2,1380.33,127.97
ITEM-000314,ORD-007632,PROD-0013,2,1254.32,71.47
ITEM-000315,ORD-002780,PROD-0548,5,230.79,17.3
ITEM-000316,ORD-014174,PROD-0203,3,830.88,25.91
ITEM-000317,ORD-002224,PROD-0293,1,1271.83,140.04
ITEM-000318,ORD-005909,PROD-0605,1,1646.1,9.77
ITEM-000319,ORD-004588,PROD-0401,4,1833.63,118.94
ITEM-000320,ORD-009683,PROD-0617,1,,144.55
ITEM-000321,ORD-000511,PROD-0092,2,2495.51,94.57
ITEM-000322,ORD-002215,PROD-0042,4,2595.53,83.73
ITEM-000323,ORD-003917,PROD-0350,3,2306.92,38.2
ITEM-000324,ORD-004785,PROD-0722,1,2027.16,28.71
ITEM-000325,ORD-006264,PROD-0510,5,269.25,136.11
ITEM-000326,ORD-003315,PROD-0200,1,2184.92,118.16
ITEM-000327,ORD-001607,PROD-0742,2,1171.32,18.75
ITEM-000328,ORD-004371,PROD-0053,5,1261.66,145.33
ITEM-000329,ORD-013991,PROD-0643,1,316.05,88.55
ITEM-000330,ORD-006570,PROD-0776,1,1444.2,119.83
ITEM-000331,ORD-006785,PROD-0230,2,1619.97,20.91
ITEM-000332,ORD-007842,PROD-0564,2,109.13,46.74
ITEM-000333,ORD-004167,PROD-0657,4,2824.45,72.82
ITEM-000334,ORD-011722,PROD-0885,1,2518.29,137.34
ITEM-000335,ORD-010650,PROD-0602,1,2591.43,104.05
ITEM-000336,ORD-008005,PROD-0400,3,1875.98,55.36
ITEM-000337,ORD-014289,PROD-0961,2,2447.78,7.78
ITEM-000338,ORD-009700,PROD-0167,5,2579.66,57.19
ITEM-000339,ORD-012207,PROD-0145,0,1117.66,142.45
ITEM-000340,ORD-012609,PROD-0990,4,391.45,125.29
ITEM-000341,ORD-005289,PROD-0005,2,1323.9,130.03
ITEM-000342,ORD-004792,PROD-0642,1,1376.12,51.19
ITEM-000343,ORD-009889,PROD-0289,4,923.68,58.66
ITEM-000344,ORD-012171,PROD-0530,3,124.87,16.72
ITEM-000345,ORD-006472,PROD-0975,3,1945.44,9.73
ITEM-000346,ORD-012671,PROD-0423,-1,169.23,33.5
ITEM-000347,ORD-006289,PROD-0154,1,1970.26,113.36
ITEM-000348,ORD-000185,PROD-0004,1,1992.09,64.66
ITEM-000349,ORD-009004,PROD-0362,2,560.56,9.59
ITEM-000350,ORD-009374,PROD-0582,0,2449.7,125.0
ITEM-000351,ORD-013287,PROD-0877,1,973.28,131.02
ITEM-000352,ORD-005515,PROD-0845,4,2860.26,83.76
ITEM-000353,ORD-013942,PROD-0012,1,1442.52,88.59
ITEM-000354,ORD-014381,PROD-0808,5,2371.68,99.08
ITEM-000355,ORD-013206,PROD-0284,5,573.17,109.43
ITEM-000356,ORD-014356,PROD-0648,4,1858.04,112.81
ITEM-000357,ORD-013684,PROD-0562,4,,44.55
ITEM-000358,ORD-011375,PROD-0130,5,618.18,140.14
ITEM-000359,ORD-014146,PROD-0858,3,1450.4,78.34
ITEM-000360,ORD-009080,PROD-0499,2,1486.8,40.14
ITEM-000361,ORD-005326,PROD-0068,5,318.19,62.8
ITEM-000362,ORD-002632,PROD-0746,2,2615.28,149.86
ITEM-000363,ORD-002109,PROD-0379,2,1129.84,113.67
ITEM-000364,ORD-004899,PROD-0941,1,982.22,52.25
ITEM-000365,ORD-009703,PROD-0949,3,789.19,106.89
ITEM-000366,ORD-011632,PROD-0589,3,2518.06,50.7
ITEM-000367,ORD-006188,PROD-0288,5,1691.42,39.2
ITEM-000368,ORD-008416,PROD-0504,1,1824.29,105.55
ITEM-000369,ORD-007965,PROD-0528,3,2169.91,14.05
ITEM-000370,ORD-012658,PROD-0725,1,2153.77,141.85
ITEM-000371,ORD-006621,PROD-0103,4,2542.38,72.3
ITEM-000372,ORD-005126,PROD-0816,1,340.78,16.2
ITEM-000373,ORD-006704,PROD-0436,2,2118.44,139.2
ITEM-000374,ORD-014071,PROD-0480,3,582.8,129.23
ITEM-000375,ORD-004320,PROD-0449,2,2570.91,142.52
ITEM-000376,ORD-007965,PROD-0627,2,1904.48,92.25
ITEM-000377,ORD-008057,PROD-9288,1,1559.58,112.74
ITEM-000378,ORD-000629,PROD-0213,3,1974.88,123.0
ITEM-000379,ORD-003371,PROD-0599,3,41.89,145.28
ITEM-000380,ORD-007855,PROD-0241,2,1155.75,99.8
ITEM-000381,ORD-006831,PROD-0797,1,2738.66,130.17
ITEM-000382,ORD-011334,PROD-0948,3,1252.01,36.28
ITEM-000383,ORD-003423,PROD-0309,1,,131.73
ITEM-000384,ORD-012420,PROD-0711,3,1156.03,144.13
ITEM-000385,ORD-004358,PROD-0483,2,574.74,90.5
ITEM-000386,ORD-005456,PROD-1000,5,157.47,133.91
ITEM-000387,ORD-014429,PROD-0546,4,2986.02,109.98
ITEM-000388,ORD-006437,PROD-9606,4,118.95,120.95
ITEM-000389,ORD-006341,PROD-0281,5,1543.17,130.06
ITEM-000390,ORD-013947,PROD-0770,2,244.79,142.05
ITEM-000391,ORD-005832,PROD-0599,5,2114.19,19.41
ITEM-000392,ORD-008685,PROD-9544,3,,41.76
ITEM-000393,ORD-008522,PROD-0456,2,2704.16,131.51
ITEM-000394,ORD-012323,PROD-0294,4,2601.15,132.35
ITEM-000395,ORD-004841,PROD-0591,3,1716.25,145.48
ITEM-000396,ORD-011246,PROD-0733,1,1703.25,133.08
ITEM-000397,ORD-012265,PROD-0569,2,2259.82,132.69
ITEM-000398,ORD-006995,PROD-0901,5,2434.29,53.09
ITEM-000399,ORD-000348,PROD-0516,5,716.38,106.49
ITEM-000400,ORD-010435,PROD-0435,5,1158.21,6.22
ITEM-000401,ORD-008882,PROD-0766,1,1055.34,5.28
ITEM-000402,ORD-007951,PROD-0960,4,2751.08,139.58
ITEM-000403,ORD-010872,PROD-0745,5,1517.55,57.8
ITEM-000404,ORD-001813,PROD-0569,2,199.21,79.66
ITEM-000405,ORD-006029,PROD-0609,3,515.66,149.72
ITEM-000406,ORD-011813,PROD-0005,4,559.23,93.95
ITEM-000407,ORD-005398,PROD-0517,4,1745.49,87.31
ITEM-000408,ORD-007075,PROD-0647,2,1840.66,128.1
ITEM-000409,ORD-003477,PROD-0659,1,2221.34,77.37
ITEM-000410,ORD-012449,PROD-0526,5,1962.53,42.9
ITEM-000411,ORD-006581,PROD-0823,3,,111.67
ITEM-000412,ORD-008097,PROD-0918,4,1807.0,14.55
ITEM-000413,ORD-014051,PROD-0692,4,2981.96,126.92
ITEM-000414,ORD-012245,PROD-0682,5,776.5,91.49
ITEM-000415,ORD-009251,PROD-0736,4,1343.01,80.73
ITEM-000416,ORD-001234,PROD-0963,1,790.56,49.85
ITEM-000417,ORD-012935,PROD-0882,5,1098.58,80.46
ITEM-000418,ORD-008324,PROD-0115,2,276.39,39.52
ITEM-000419,ORD-012782,PROD-0954,3,1161.38,135.84
ITEM-000420,ORD-010307,PROD-0721,1,488.7,39.0
ITEM-000421,ORD-012695,PROD-0618,5,1064.94,99.22
ITEM-000422,ORD-001863,PROD-0877,1,2557.03,42.33
ITEM-000423,ORD-001956,PROD-0352,5,1075.53,115.96
ITEM-000424,ORD-004681,PROD-0618,4,1936.53,129.09
ITEM-000425,ORD-002392,PROD-0748,5,1990.28,39.96
ITEM-000426,ORD-010351,PROD-0550,4,31.3,41.18
ITEM-000427,ORD-004807,PROD-0257,2,472.24,129.95
ITEM-000428,ORD-012706,PROD-0436,2,1810.19,55.31
