review_id,order_id,score,title,comment,created_at
REV-000255,ORD-009829,4,Mejor de lo esperado,,2022-07-18 17:11:00
REV-000256,ORD-012239,3,Excelente producto,Excelente producto,2023-04-03 08:28:00
REV-000257,ORD-011920,3,,,2022-02-01 22:28:00
REV-000258,ORD-011018,1,Pesimo,,2022-11-09 15:51:00
REV-000259,ORD-014841,2,Pesimo,,2021-12-08 16:44:00
REV-000260,ORD-014037,5,No lo recomiendo,,2021-12-25 13:54:00
REV-000261,ORD-000146,5,Malo,Malo,2023-07-05 08:27:00
REV-000262,ORD-013914,4,Malo,,2023-10-01 07:56:00
REV-000263,ORD-011719,1,No lo recomiendo,No lo recomiendo,2021-10-22 00:48:00
REV-000264,ORD-000421,5,Muy bueno,Muy bueno,2024-01-15 13:43:00
REV-000265,ORD-013430,1,OK,,2022-07-30 21:10:00
REV-000266,ORD-010383,3,Recomendado,Recomendado,2021-05-25 13:30:00
REV-000267,ORD-012460,,Muy bueno,,2023-05-23 06:16:00
REV-000268,ORD-001201,1,No lo recomiendo,,2021-07-18 16:06:00
REV-000269,ORD-014172,1,Regular,,2021-04-07 06:03:00
REV-000270,ORD-010685,5,Cumple expectativas,Cumple expectativas,2022-03-23 22:15:00
REV-000271,ORD-003328,3,Muy bueno,Muy bueno,2022-05-23 09:26:00
REV-000272,ORD-013497,5,No lo recomiendo,,2022-05-19 10:34:00
REV-000273,ORD-014399,2,Recomendado,Recomendado,2024-06-09 08:00:00
REV-000274,ORD-011760,4,Llego roto,Llego roto,2024-04-25 08:54:00
REV-000275,ORD-003747,2,OK,OK,2023-12-18 01:21:00
REV-000276,ORD-003912,5,Buena calidad,Buena calidad,2022-05-28 14:01:00
REV-000277,ORD-011253,1,No lo recomiendo,,2021-08-21 21:11:00
REV-000278,ORD-005026,1,No lo recomiendo,,2022-06-26 07:54:00
REV-000279,ORD-006659,3,OK,OK,2023-06-18 20:13:00
REV-000280,ORD-014082,3,OK,OK,2022-03-13 10:50:00
REV-000281,ORD-009027,5,Excelente producto,Excelente producto,2022-10-08 00:19:00
REV-000282,ORD-014700,3,OK,OK,2021-11-21 18:56:00
REV-000283,ORD-001128,3,,,2021-04-17 04:30:00
REV-000284,ORD-014967,3,Excelente producto,Excelente producto,2021-07-13 04:47:00
REV-000285,ORD-002050,-1,Cumple expectativas,Cumple expectativas,2022-01-03 15:33:00
REV-000286,ORD-008781,5,Malo,,2021-10-22 18:46:00
REV-000287,ORD-002654,3,OK,,2022-03-19 04:56:00
REV-000288,ORD-009788,5,Pesimo,,2023-07-12 01:09:00
REV-000289,ORD-007888,4,Excelente producto,Excelente producto,2021-10-31 11:41:00
REV-000290,ORD-009242,3,Recomendado,Recomendado,2023-04-07 20:40:00
REV-000291,ORD-013424,3,Llego roto,,2023-01-03 18:26:00
REV-000292,ORD-007698,5,No lo recomiendo,,2022-09-03 01:33:00
REV-000293,ORD-006130,4,Llego roto,Llego roto,2024-01-10 03:54:00
REV-000294,ORD-009237,4,,,2022-12-17 19:57:00
REV-000295,ORD-005035,2,Mejor de lo esperado,Mejor de lo esperado,2023-10-09 00:06:00
REV-000296,ORD-001589,1,Recomendado,Recomendado,2022-07-31 18:54:00
REV-000297,ORD-002091,4,Regular,Regular,2024-05-14 05:09:00
REV-000298,ORD-011540,5,Mejor de lo esperado,Mejor de lo esperado,2023-04-11 05:36:00
REV-000299,ORD-011522,4,Malo,,2021-10-01 15:06:00
REV-000300,ORD-009268,,Cumple expectativas,,2023-10-20 00:48:00
REV-000301,ORD-011386,2,Mejor de lo esperado,,2021-11-15 05:16:00
REV-000302,ORD-004002,4,No lo recomiendo,No lo recomiendo,2022-12-24 10:53:00
REV-000303,ORD-002138,3,Buena calidad,,2023-08-31 02:08:00
REV-000304,ORD-006029,1,OK,OK,2022-08-27 20:28:00
REV-000305,ORD-001838,4,Regular,Regular,2024-03-04 16:12:00
REV-000306,ORD-005200,2,Recomendado,,2024-01-26 20:15:00
REV-000307,ORD-002709,1,Excelente producto,,2024-06-08 09:24:00
REV-000308,ORD-005725,4,Buena calidad,,2023-10-15 16:47:00
REV-000309,ORD-005184,2,Regular,Regular,2022-09-30 15:51:00
REV-000310,ORD-002183,3,Recomendado,Recomendado,2024-05-26 00:20:00
REV-000311,ORD-011517,3,Buena calidad,,2021-03-15 18:27:00
REV-000312,ORD-004412,2,Pesimo,Pesimo,2021-07-29 02:39:00
REV-000313,ORD-005117,5,Excelente producto,Excelente producto,2024-02-09 16:33:00
REV-000314,ORD-007832,1,Excelente producto,Excelente producto,2021-07-11 05:58:00
REV-000315,ORD-000046,4,OK,OK,2023-04-13 02:05:00
REV-000316,ORD-012745,5,Recomendado,,2023-04-04 18:10:00
REV-000317,ORD-917856,2,Llego roto,Llego roto,2021-08-11 03:33:00
REV-000318,ORD-007846,4,Buena calidad,,2024-02-21 16:55:00
REV-000319,ORD-006989,4,Malo,,2023-08-18 23:56:00
REV-000320,ORD-005401,5,Cumple expectativas,,2021-04-20 23:01:00
REV-000321,ORD-011460,4,Recomendado,Recomendado,2024-01-30 09:21:00
REV-000322,ORD-011939,1,,,2023-08-11 23:17:00
REV-000323,ORD-012856,1,Mejor de lo esperado,Mejor de lo esperado,2023-11-29 19:24:00
REV-000324,ORD-003605,1,,,2024-03-03 19:35:00
REV-000325,ORD-007476,5,Buena calidad,Buena calidad,2021-07-15 03:20:00
REV-000326,ORD-004723,1,Buena calidad,Buena calidad,2021-08-06 22:07:00
REV-000327,ORD-014314,4,Muy bueno,Muy bueno,2023-08-08 08:30:00
REV-000328,ORD-012812,4,Malo,,2022-11-16 00:07:00
REV-000329,ORD-961967,5,Muy bueno,Muy bueno,2023-11-07 13:18:00
REV-000330,ORD-003395,1,Cumple expectativas,Cumple expectativas,2022-08-01 02:55:00
REV-000331,ORD-005722,5,Mejor de lo esperado,,2023-04-22 00:53:00
REV-000332,ORD-003354,3,No lo recomiendo,No lo recomiendo,2022-02-03 02:25:00
REV-000333,ORD-003758,10,OK,OK,2023-02-08 12:18:00
REV-000334,ORD-013648,3,Muy bueno,,2021-07-02 09:53:00
REV-000335,ORD-012140,3,Buena calidad,,2024-04-04 10:10:00
REV-000336,ORD-012776,4,No lo recomiendo,,2022-04-24 22:50:00
REV-000337,ORD-000336,3,Cumple expectativas,,2023-09-05 09:32:00
REV-000338,ORD-007233,3,Recomendado,Recomendado,2021-05-02 07:46:00
REV-000339,ORD-002569,4,Excelente producto,,2023-11-04 02:21:00
REV-000340,ORD-006236,4,OK,OK,2024-01-10 01:35:00
REV-000341,ORD-008391,2,No lo recomiendo,No lo recomiendo,2023-08-18 11:20:00
REV-000342,ORD-003573,3,Muy bueno,,2023-11-02 06:10:00
REV-000343,ORD-012144,4,Buena calidad,Buena calidad,2022-07-07 13:10:00
REV-000344,ORD-011223,5,Regular,Regular,2023-06-04 07:58:00
REV-000345,ORD-001796,1,Muy bueno,,2021-07-11 00:51:00
REV-000346,ORD-006146,2,Malo,Malo,2022-02-28 00:35:00
REV-000347,ORD-014771,3,,,2024-01-27 21:56:00
REV-000348,ORD-007034,5,Malo,Malo,2024-06-06 03:48:00
REV-000349,ORD-013628,2,Llego roto,,2023-10-12 00:22:00
REV-000350,ORD-011656,3,Llego roto,Llego roto,2022-01-27 11:50:00
REV-000351,ORD-009339,1,Malo,Malo,2022-02-05 06:48:00
REV-000352,ORD-005709,3,Recomendado,Recomendado,2021-11-22 03:27:00
REV-000353,ORD-005305,3,OK,OK,2021-05-12 12:05:00
REV-000354,ORD-005718,4,,,2023-11-09 11:27:00
REV-000355,ORD-012615,2,Regular,Regular,2021-08-24 04:47:00
REV-000356,ORD-008393,5,Recomendado,Recomendado,2021-06-14 10:35:00
REV-000357,ORD-013448,2,Muy bueno,Muy bueno,2022-12-07 03:29:00
REV-000358,ORD-009394,2,Recomendado,Recomendado,2022-10-22 01:06:00
REV-000359,ORD-009037,4,Pesimo,Pesimo,2023-02-10 13:10:00
REV-000360,ORD-001136,2,Mejor de lo esperado,,2024-06-06 04:01:00
REV-000361,ORD-008680,2,Cumple expectativas,,2024-02-15 07:28:00
REV-000362,ORD-012104,2,Buena calidad,Buena calidad,2021-02-13 08:10:00
REV-000363,ORD-014433,4,,,2023-11-09 00:06:00
